frame_index,is_cut,histogram_intersection,psnr_db,mse,psnr_passes_gate,mean_ssim_roi,mean_ssim_full,divergent_fraction,delta_bds,bds_reference,bds_test,baseline_median,baseline_mad,baseline_z,baseline_anomaly,persistence,blockiness_norm,area_norm,ssim_divergence_norm,gate_open,gated,final_score
0,False,1.0,20.49657440270297,579.9932250976562,False,0.8861793279647827,0.8855068683624268,0.14572675540123456,0.050553437093703524,0.9078558125473091,0.9584092496410126,nan,nan,nan,False,0.0,0.010110687418740705,0.14572675540123456,0.11382067203521729,True,False,4.917295705566197
1,False,0.9987929205246914,20.54161910981322,574.0086669921875,False,0.8861814141273499,0.88551265001297,0.14595293209876542,0.04751197622086789,0.8978902733889862,0.9454022496098541,nan,nan,nan,False,0.0,0.009502395244173577,0.14595293209876542,0.11381858587265015,True,False,4.893273484922296
2,False,0.998824749228395,20.46355938632316,584.4191284179688,False,0.8857927322387695,0.8851194381713867,0.14662760416666668,0.03661046239320109,0.886817293157096,0.9234277555502971,nan,nan,nan,False,0.0,0.007322092478640218,0.14662760416666668,0.11420726776123047,True,False,4.8130535792634195
3,False,0.9974657600308642,20.45388201868703,585.7228393554688,False,0.8859378099441528,0.8852546811103821,0.14710648148148148,0.03202058122157814,0.8756510605928546,0.9076716418144327,nan,nan,nan,False,0.0,0.006404116244315627,0.14710648148148148,0.11406219005584717,True,False,4.7760262543333685
4,False,0.9982392939814815,20.406769908936354,592.111328125,False,0.8856461048126221,0.8849800825119019,0.14864052854938273,0.02858075344727029,0.8712008952247571,0.8997816486720274,nan,nan,nan,False,0.0,0.005716150689454058,0.14864052854938273,0.11435389518737793,True,False,4.773912613013732
5,False,0.9980955825617284,20.377231940896777,596.1522216796875,False,0.8851121664047241,0.8844659924507141,0.14937114197530865,0.017389126377512887,0.872203752554723,0.8895928789322359,nan,nan,nan,False,0.0,0.0034778252755025773,0.14937114197530865,0.11488783359527588,True,False,4.694825938932763
6,False,0.9984018132716049,20.351353857249535,599.715087890625,False,0.8847864866256714,0.8841454982757568,0.1502835648148148,0.019282893147845703,0.8754764412959309,0.8947593344437766,nan,nan,nan,False,0.0,0.0038565786295691406,0.1502835648148148,0.11521351337432861,True,False,4.732069778039405
7,False,0.9978727816358025,20.350380246831044,599.8495483398438,False,0.8842777609825134,0.8836331963539124,0.15109230324074074,0.016685914016587144,0.8791432722362797,0.8958291862528669,nan,nan,nan,False,0.0,0.003337182803317429,0.15109230324074074,0.11572223901748657,True,False,4.731002555110127
8,False,0.9975733024691358,20.374816001971823,596.4839477539062,False,0.8840198516845703,0.8833844065666199,0.15174189814814815,0.02869865258943194,0.876686246791454,0.905384899380886,nan,nan,nan,False,0.0,0.005739730517886388,0.15174189814814815,0.11598014831542969,True,False,4.854019311835704
9,False,0.9968658371913579,20.422291579217195,589.9989013671875,False,0.8837727904319763,0.8831347823143005,0.1522318672839506,0.018851295579814464,0.8799099543215982,0.8987612499014127,nan,nan,nan,False,0.0,0.0037702591159628927,0.1522318672839506,0.11622720956802368,True,False,4.777683860838063
