frame_index,is_cut,histogram_intersection,psnr_db,mse,psnr_passes_gate,mean_ssim_roi,mean_ssim_full,divergent_fraction,delta_bds,bds_reference,bds_test,baseline_median,baseline_mad,baseline_z,baseline_anomaly,persistence,blockiness_norm,area_norm,ssim_divergence_norm,gate_open,gated,final_score
34,False,0.9964506172839505,21.053686540199315,510.1662292480469,False,0.8794246912002563,0.8752167224884033,0.18394338348765432,0.0,0.9291556751437802,0.8917922318889899,0.0,0.0,0.0,False,0.0,0.0,0.18394338348765432,0.12057530879974365,True,False,5.170656928309688
35,False,0.9959760802469136,21.035514621011558,512.3053588867188,False,0.8790944218635559,0.874858558177948,0.18459442515432098,0.0,0.9211990560033914,0.8899100802591561,0.0,0.0,0.0,False,0.0,0.0,0.18459442515432098,0.12090557813644409,True,False,5.187027940043697
36,False,0.9971397569444445,21.081467536252163,506.9132080078125,False,0.8798346519470215,0.8756158351898193,0.1851249035493827,0.0,0.9197030921725747,0.8875925382098576,0.0,0.0,0.0,False,0.0,0.0,0.1851249035493827,0.12016534805297852,True,False,5.180180514300311
37,False,0.9963430748456791,21.136931741002137,500.48052978515625,False,0.880761444568634,0.8765896558761597,0.18371431327160495,0.0,0.9206591354522906,0.873410086146071,0.0,0.0,0.0,False,0.0,0.0,0.18371431327160495,0.11923855543136597,True,False,5.140485807701394
38,False,0.9971522955246914,21.1506771234434,498.8990173339844,False,0.88177490234375,0.8776715993881226,0.18154417438271606,0.0,0.9103299036106992,0.8794645380041589,0.0,0.0,0.0,False,0.0,0.0,0.18154417438271606,0.11822509765625,True,False,5.0876645688657405
39,False,0.9975544945987654,21.146541215587497,499.3743591308594,False,0.8822255730628967,0.8781567811965942,0.18025414737654322,0.0,0.90057717522013,0.8764750007744595,0.0,0.0,0.0,False,0.0,0.0,0.18025414737654322,0.11777442693710327,True,False,5.059300749390213
40,False,0.9974430941358023,21.13459217629624,500.7502136230469,False,0.8823724389076233,0.8783416152000427,0.1786988811728395,0.0,0.8992079503870926,0.8791146086691985,0.0,0.0,0.0,False,0.0,0.0,0.1786988811728395,0.11762756109237671,True,False,5.033034439440127
41,False,0.9974802276234569,21.142803541677523,499.8043212890625,False,0.8836168646812439,0.8796750903129578,0.17678192515432098,0.0,0.900144277691339,0.8830652104233659,0.0,0.0,0.0,False,0.0,0.0,0.17678192515432098,0.1163831353187561,True,False,4.979391583689936
42,False,0.997451774691358,21.181159099883946,495.4096374511719,False,0.8863548040390015,0.8825677037239075,0.17447916666666666,0.0,0.8930009492150487,0.8805199109339531,0.0,0.0,0.0,False,0.0,0.0,0.17447916666666666,0.11364519596099854,True,False,4.890091419219971
43,False,0.9975786072530863,21.21839260839614,491.18048095703125,False,0.8883887529373169,0.8847845196723938,0.17314091435185186,0.0,0.8900343688596302,0.8719765283122295,0.0,0.0,0.0,False,0.0,0.0,0.17314091435185186,0.1116112470626831,True,False,4.82933865653144
44,False,0.997578125,21.260679173304986,486.421142578125,False,0.8911778926849365,0.8878343105316162,0.17054880401234568,0.0,0.8895078555308878,0.8710009455636474,0.0,0.0,0.0,False,0.0,0.0,0.17054880401234568,0.10882210731506348,True,False,4.734674206486455
45,False,0.9982634066358025,21.316902115175594,480.16461181640625,False,0.8944434523582458,0.8913194537162781,0.16786024305555555,0.0,0.88978705904438,0.8732412704862256,0.0,0.0,0.0,False,0.0,0.0,0.16786024305555555,0.10555654764175415,True,False,4.629034598668416
46,False,0.9984312307098765,21.388870935907413,472.2731628417969,False,0.897170901298523,0.8942025303840637,0.16649787808641975,0.0,0.8911103123492443,0.8740498091146995,0.0,0.0,0.0,False,0.0,0.0,0.16649787808641975,0.10282909870147705,True,False,4.554050145325837
47,False,0.9980574845679013,21.504077928796868,459.9096984863281,False,0.9002259969711304,0.8973818421363831,0.1652560763888889,0.0,0.8963273495345647,0.866187790426601,0.0,0.0,0.0,False,0.0,0.0,0.1652560763888889,0.09977400302886963,True,False,4.474321206410726
48,False,0.9980502507716049,21.627258151483193,447.04840087890625,False,0.9031938314437866,0.9003960490226746,0.16297743055555555,0.0,0.9066383185495787,0.8652410725812062,0.0,0.0,0.0,False,0.0,0.0,0.16297743055555555,0.09680616855621338,True,False,4.3807848294576015
49,False,0.9973611111111111,21.68489757095549,441.1543884277344,False,0.9045189619064331,0.9017163515090942,0.16141010802469136,0.0,0.9136486244385894,0.8608629489935465,0.0,0.0,0.0,False,0.0,0.0,0.16141010802469136,0.0954810380935669,True,False,4.330772382241708
50,False,0.9941555748456791,21.646161502497467,445.1067810058594,False,0.9034143090248108,0.9005804657936096,0.16337528935185186,0.0,0.9419001990354949,0.9031766569565236,0.0,0.0,0.0,False,0.0,0.0,0.16337528935185186,0.09658569097518921,True,False,4.382343159781563
51,False,0.9985585455246915,21.62482304195483,447.29913330078125,False,0.9024609327316284,0.8995810151100159,0.1658468364197531,0.0,0.9274046169485407,0.8964460992251413,0.0,0.0,0.0,False,0.0,0.0,0.1658468364197531,0.09753906726837158,True,False,4.438483891663728
52,False,0.9982277199074074,21.641048059033967,445.63116455078125,False,0.9025763869285583,0.8996743559837341,0.16650993441358025,0.0,0.9125519155918338,0.8855367955199264,0.0,0.0,0.0,False,0.0,0.0,0.16650993441358025,0.09742361307144165,True,False,4.446121277632536
53,False,0.9980806327160494,21.682211052770544,441.4273681640625,False,0.9029771089553833,0.9000968337059021,0.16578655478395063,0.0,0.9054248120117366,0.8848885793478203,0.0,0.0,0.0,False,0.0,0.0,0.16578655478395063,0.0970228910446167,True,False,4.4272561426515935
54,False,0.9983772183641975,21.680575028209724,441.59368896484375,False,0.9026698470115662,0.8997758030891418,0.1674262152777778,0.0,0.8971409155828366,0.8750633484977205,0.0,0.0,0.0,False,0.0,0.0,0.1674262152777778,0.09733015298843384,True,False,4.457996288935344
55,False,0.9982233796296296,21.67902962619198,441.7508544921875,False,0.9033193588256836,0.9004390239715576,0.16612413194444445,0.0,0.8989038834145974,0.8723812490423127,0.0,0.0,0.0,False,0.0,0.0,0.16612413194444445,0.0966806411743164,True,False,4.425474802652995
56,False,0.9975641396604938,21.676135052857195,442.0453796386719,False,0.9045506119728088,0.901722252368927,0.16532841435185186,0.0,0.9001186213426441,0.869554415778374,0.0,0.0,0.0,False,0.0,0.0,0.16532841435185186,0.09544938802719116,True,False,4.388913975821601
57,False,0.9972718942901234,21.65813076793191,443.8817443847656,False,0.9034165740013123,0.9004302620887756,0.1656298225308642,0.0,0.9032184109975521,0.8723587597081928,0.0,0.0,0.0,False,0.0,0.0,0.1656298225308642,0.09658342599868774,True,False,4.416115857936718
58,False,0.9977237654320987,21.60852793766215,448.9805908203125,False,0.9002668857574463,0.8970440030097961,0.16577449845679013,0.0,0.9034643899012743,0.8799786930756237,0.0,0.0,0.0,False,0.0,0.0,0.16577449845679013,0.09973311424255371,True,False,4.481279761702926
59,False,0.997959587191358,21.5398169474335,456.1405334472656,False,0.8982068300247192,0.8948302268981934,0.16514756944444445,0.0,0.8989680324606214,0.8810148882474913,0.0,0.0,0.0,False,0.0,0.0,0.16514756944444445,0.10179316997528076,True,False,4.513076941172282
60,False,0.9961395640432099,21.548474086263806,455.232177734375,False,0.8978258371353149,0.8943808674812317,0.16518373842592593,0.0,0.9042621737318247,0.8716053288543119,0.0,0.0,0.0,False,0.0,0.0,0.16518373842592593,0.10217416286468506,True,False,4.5212393336825905
61,False,0.9973914930555556,21.5949666889339,450.384765625,False,0.8978413939476013,0.8943819403648376,0.16553337191358025,0.0,0.9064665732744749,0.8727002445278114,0.0,0.0,0.0,False,0.0,0.0,0.16553337191358025,0.10215860605239868,True,False,4.526172699751678
62,False,0.996708140432099,21.60816988269142,449.0176086425781,False,0.8974166512489319,0.8939557075500488,0.16589506172839505,0.0,0.9009598365297251,0.8717420525556758,0.0,0.0,0.0,False,0.0,0.0,0.16589506172839505,0.10258334875106812,True,False,4.540092900947288
63,False,0.997214988425926,21.5995653756383,449.9081115722656,False,0.8970239758491516,0.8936023712158203,0.16694396219135801,0.0,0.8998007181193628,0.8698302479287607,0.0,0.0,0.0,False,0.0,0.0,0.16694396219135801,0.10297602415084839,True,False,4.563679915887338
64,False,0.9971768904320988,21.583181749990644,451.60858154296875,False,0.8963865041732788,0.8930426836013794,0.1687765239197531,0.0,0.903591357567811,0.8783679062761409,0.0,0.0,0.0,False,0.0,0.0,0.1687765239197531,0.10361349582672119,True,False,4.6039177753307206
65,False,0.997533275462963,21.568119432311974,453.1775817871094,False,0.8955677151679993,0.8924131989479065,0.16994598765432098,0.0,0.902454968764571,0.8789470643632454,0.0,0.0,0.0,False,0.0,0.0,0.16994598765432098,0.10443228483200073,True,False,4.6378355114548295
66,False,0.9976215277777779,21.53840854132774,456.2884826660156,False,0.8947463035583496,0.891705334186554,0.17053674768518517,0.0,0.8978724654244338,0.8740634375582383,0.0,0.0,0.0,False,0.0,0.0,0.17053674768518517,0.10525369644165039,True,False,4.6631251441107855
67,False,0.9976929012345679,21.50717032192457,459.58233642578125,False,0.8946770429611206,0.8916774988174438,0.17019917052469136,0.0,0.8966493963822402,0.8699390284407139,0.0,0.0,0.0,False,0.0,0.0,0.17019917052469136,0.1053229570388794,True,False,4.659446698647958
68,False,0.9973702739197532,21.521246924034944,458.0951232910156,False,0.8948614597320557,0.8919326663017273,0.17059702932098766,0.0,0.8972926564729337,0.8727107340825436,0.0,0.0,0.0,False,0.0,0.0,0.17059702932098766,0.10513854026794434,True,False,4.661726245173702
69,False,0.9979600694444444,21.560971462349634,453.924072265625,False,0.8960875272750854,0.8931984305381775,0.1701147762345679,0.0,0.8936812461519131,0.8845357969549854,0.0,0.0,0.0,False,0.0,0.0,0.1701147762345679,0.10391247272491455,True,False,4.629971098016809
70,False,0.9973630401234568,21.620739830052347,447.7198791503906,False,0.8982877135276794,0.8954756855964661,0.16837866512345678,0.0,0.9034440363882755,0.8886617267048966,0.0,0.0,0.0,False,0.0,0.0,0.16837866512345678,0.10171228647232056,True,False,4.559925706298263
71,False,0.997143614969136,21.68217352236501,441.4311828613281,False,0.9006664156913757,0.8979699015617371,0.16702835648148148,0.0,0.8966065265900569,0.8846876655005043,0.0,0.0,0.0,False,0.0,0.0,0.16702835648148148,0.09933358430862427,True,False,4.492097033394708
72,False,0.9970375192901234,21.75384394215363,434.2061462402344,False,0.9026967883110046,0.900077760219574,0.16532841435185186,0.0,0.901556835519297,0.8864529846136876,0.0,0.0,0.0,False,0.0,0.0,0.16532841435185186,0.09730321168899536,True,False,4.425990449057685
73,False,0.9973374807098766,21.816380472776014,427.9985656738281,False,0.9039186239242554,0.9013347625732422,0.16419511959876543,0.0,0.9016321455130516,0.881879102762325,0.0,0.0,0.0,False,0.0,0.0,0.16419511959876543,0.09608137607574463,True,False,4.3845543154963735
74,False,0.9973693094135803,21.842348421681393,425.4470520019531,False,0.9044009447097778,0.9017931222915649,0.16336323302469136,0.0,0.8976401090990273,0.8808712993608793,0.0,0.0,0.0,False,0.0,0.0,0.16336323302469136,0.09559905529022217,True,False,4.362429601174814
75,False,0.9940504436728395,21.382369293393044,472.980712890625,False,0.892785370349884,0.8957465291023254,0.18274980709876543,0.08071276165706376,0.9333310411156288,1.0140438027726926,0.0,0.0,80712.76165706376,True,0.2,0.016142552331412752,0.18274980709876543,0.10721462965011597,True,False,9.611954554397375
76,False,0.9988724922839507,21.45505719781922,465.13031005859375,False,0.8947588205337524,0.89780592918396,0.18186969521604937,0.07266519002517802,0.9271771687134385,0.9998423587386165,0.0,0.0,72665.19002517802,True,0.4,0.014533038005035604,0.18186969521604937,0.10524117946624756,True,False,13.486855727792296
77,False,0.9983265817901235,21.489323776850178,461.47479248046875,False,0.8952654600143433,0.898343026638031,0.18082079475308643,0.07323726685445153,0.9160574502903694,0.989294717144821,0.0,0.0,73237.26685445153,True,0.6,0.014647453370890306,0.18082079475308643,0.10473453998565674,True,False,17.466138122699494
78,False,0.9979475308641975,21.507731264882384,459.5229797363281,False,0.8953880071640015,0.8984503746032715,0.1802300347222222,0.07829381763446464,0.9037348722013296,0.9820286898357943,0.0,0.0,78293.81763446463,True,0.8,0.015658763526892928,0.1802300347222222,0.10461199283599854,True,False,21.500334736263486
79,False,0.997973572530864,21.50820920506719,459.472412109375,False,0.8948100805282593,0.897873044013977,0.1796995563271605,0.07727838134817666,0.8980662131648051,0.9753445945129817,0.0,0.0,77278.38134817667,True,1.0,0.015455676269635333,0.1796995563271605,0.10518991947174072,True,False,25.494797166475813
80,False,0.9984698109567902,21.52508732151852,457.6902160644531,False,0.8951088190078735,0.8981325030326843,0.1782769097222222,0.0731303685240915,0.895196098951639,0.9683264674757305,0.0,0.0,73130.3685240915,True,1.0,0.014626073704818299,0.1782769097222222,0.10489118099212646,True,False,25.430150582392685
81,False,0.9972704475308642,21.521381170667528,458.0809631347656,False,0.8952144384384155,0.8982418179512024,0.17844569830246915,0.0760234844264851,0.8949747332977274,0.9709982177242125,0.0,0.0,76023.4844264851,True,1.0,0.01520469688529702,0.17844569830246915,0.10478556156158447,True,False,25.456608065607096
82,False,0.9978515625,21.47236495396624,463.28033447265625,False,0.8938636183738708,0.8968393802642822,0.18136332947530864,0.08571345795647523,0.8967011737375542,0.9824146316940294,0.0,0.0,85713.45795647523,True,1.0,0.017142691591295046,0.18136332947530864,0.10613638162612915,True,False,25.614598696260494
83,False,0.9973775077160493,21.432158865718655,467.5892028808594,False,0.8931485414505005,0.8960561752319336,0.1840277777777778,0.07865738132686162,0.9046970625802516,0.9833544439071132,0.0,0.0,78657.38132686162,True,1.0,0.015731476265372323,0.1840277777777778,0.10685145854949951,True,False,25.605362269598412
84,False,0.9970027970679012,21.401836221306485,470.8653564453125,False,0.8923234343528748,0.8951775431632996,0.18655960648148148,0.07865822133936862,0.9017462161244406,0.9804044374638092,0.0,0.0,78658.22133936863,True,1.0,0.015731644267873723,0.18655960648148148,0.10767656564712524,True,False,25.65984940221905
85,False,0.9969511959876542,21.374278349216212,473.8627014160156,False,0.891079306602478,0.8938887715339661,0.18933256172839505,0.07412165183366781,0.9083637705284123,0.9824854223620801,0.0,0.0,74121.65183366781,True,1.0,0.014824330366733562,0.18933256172839505,0.10892069339752197,True,False,25.685497160379377
86,False,0.9963006365740741,21.356043491063904,475.85650634765625,False,0.8909421563148499,0.8937292098999023,0.1888623649691358,0.08342008059076511,0.8974807356437375,0.9809008162345026,0.0,0.0,83420.08059076511,True,1.0,0.01668401611815302,0.1888623649691358,0.10905784368515015,True,False,25.764873073556927
87,False,0.9976157407407408,21.36870009676122,474.47174072265625,False,0.8912972211837769,0.8940901160240173,0.18815104166666666,0.09438290440310892,0.8918598496582152,0.9862427540613241,0.0,0.0,94382.90440310893,True,1.0,0.018876580880621784,0.18815104166666666,0.10870277881622314,True,False,25.84576734095244
88,False,0.9985127314814816,21.420289371144285,468.868896484375,False,0.8933876156806946,0.8963035941123962,0.1847391010802469,0.0919351054706895,0.8928290989710331,0.9847642044417226,0.0,0.0,91935.10547068951,True,1.0,0.018387021094137902,0.1847391010802469,0.10661238431930542,True,False,25.730750151826022
89,False,0.9970500578703703,21.537412939003527,456.3930969238281,False,0.8981818556785583,0.9012906551361084,0.17775848765432098,0.09335549739267801,0.8930055751889405,0.9863610725816185,0.0,0.0,93355.49739267802,True,1.0,0.018671099478535604,0.17775848765432098,0.10181814432144165,True,False,25.542939677777753
90,False,0.9975318287037036,21.673846793439857,442.2783508300781,False,0.9038840532302856,0.9072515964508057,0.17015094521604937,0.08837131872024018,0.8955711721880839,0.9839424909083241,0.03633259501258901,0.03633259501258901,0.9660467872986642,False,0.8,0.017674263744048034,0.17015094521604937,0.09611594676971436,True,False,21.269924982117196
91,False,0.9968566743827161,21.70260131282478,439.3597106933594,False,0.9056005477905273,0.9090108275413513,0.16731770833333334,0.08531561348154915,0.8976018105153063,0.9829174239968554,0.07289777927463476,0.020971421623258713,0.3993742151352066,False,0.6,0.01706312269630983,0.16731770833333334,0.09439945220947266,True,False,17.165595190523394
92,False,0.997421875,21.728983100883333,436.6988525390625,False,0.9072301387786865,0.9107106328010559,0.16450858410493827,0.08432319766170071,0.8987613886498218,0.9830845863115225,0.07318381768927151,0.019461483742412244,0.3860521925516014,False,0.4,0.01686463953234014,0.16450858410493827,0.09276986122131348,True,False,13.081934764955653
93,False,0.997241512345679,21.784834556344137,431.1187438964844,False,0.9095012545585632,0.913052499294281,0.16040943287037038,0.09095651309993713,0.8912155400904005,0.9821720531903376,0.07367945934405967,0.01647375275140517,0.7073516388778918,False,0.2,0.018191302619987425,0.16040943287037038,0.09049874544143677,True,False,9.034725019783727
94,False,0.9973177083333334,21.807774744918436,428.8475036621094,False,0.9099711775779724,0.9135240316390991,0.15813078703703703,0.09645980445814784,0.8924577137956411,0.9889175182537889,0.07507256813007646,0.014591347780012198,0.9885876684084463,False,0.0,0.019291960891629566,0.15813078703703703,0.09002882242202759,True,False,5.040676494119438
95,False,0.9977020640432099,21.781530393005493,431.4468688964844,False,0.9092011451721191,0.9126980304718018,0.15866126543209877,0.08540323239462166,0.8972019069997422,0.9826051393943639,0.07665093288733088,0.013012983022757774,0.45362690202254075,False,0.0,0.017080646478924332,0.15866126543209877,0.09079885482788086,True,False,4.964525169590694
96,False,0.9975139853395061,21.660327710254478,443.6572570800781,False,0.9042036533355713,0.9074666500091553,0.1672092013888889,0.09183364838973229,0.8960983575675997,0.987932005957332,0.07778609949132065,0.009256288847037053,1.023547526280863,False,0.0,0.018366729677946458,0.1672092013888889,0.09579634666442871,True,False,5.250567789629498
97,False,0.9966975308641974,21.564735238273208,453.5308532714844,False,0.8998485803604126,0.9029077887535095,0.17447916666666666,0.07687671501376059,0.9081664204347741,0.9850431354485347,0.07847559948066313,0.008566788857694574,-0.12587539094532826,False,0.0,0.015375343002752118,0.17447916666666666,0.1001514196395874,True,False,5.312106327915593
98,False,0.9964515817901235,21.528209784752217,457.36126708984375,False,0.897463858127594,0.9004467129707336,0.1779272762345679,0.07676288853624369,0.9035839225245395,0.9803468110607831,0.07847559948066313,0.007082745694885317,-0.16308614700091895,False,0.0,0.015352577707248738,0.1779272762345679,0.102536141872406,True,False,5.410497977792832
99,False,0.9980724344135802,21.472228495003126,463.2948913574219,False,0.8949161171913147,0.8977858424186707,0.18061583719135801,0.08014688536528047,0.9002128567401985,0.9803597421054789,0.07847559948066313,0.006883823457422278,0.16373988257426766,False,0.0,0.016029377073056093,0.18061583719135801,0.1050838828086853,True,False,5.532237182331601
100,False,0.9932576195987654,21.843146926219042,425.36883544921875,False,0.9022270441055298,0.8992393016815186,0.16532841435185186,0.0,0.9372441597772978,0.9165152978666574,0.07865780133311512,0.006325211728185565,-8.386802785204015,False,0.0,0.0,0.16532841435185186,0.09777295589447021,True,False,4.435385333167183
